id,order_id,payment_method,amount
1122,160,credit_card,2611
1123,711,gift_card,2270
1124,531,coupon,1616
1125,2143,gift_card,2
1126,1407,coupon,441
1127,935,bank_transfer,2
1128,3565,credit_card,2
1129,731,bank_transfer,1682
1130,3485,gift_card,2
1131,145,credit_card,2830
1132,3721,gift_card,1377
1133,1861,credit_card,2146
1134,516,coupon,360
1135,771,gift_card,2097
1136,188,gift_card,2
1137,3533,bank_transfer,2
1138,1773,credit_card,2085
1139,2710,bank_transfer,774
1140,135,bank_transfer,2
1141,208,gift_card,2
1142,1983,coupon,189
1143,1122,gift_card,2
1144,2656,gift_card,2467
1145,1946,credit_card,2171
1146,4983,coupon,2
1147,4498,coupon,2362
1148,2065,credit_card,1144
1149,4359,coupon,2
1150,2032,credit_card,1651
1151,2576,coupon,2
1152,1497,credit_card,2610
1153,1800,gift_card,1347
1154,1039,credit_card,2264
1155,1455,coupon,149
1156,4208,coupon,837
1157,2894,coupon,812
1158,1623,gift_card,454
1159,948,coupon,2
1160,5060,coupon,2
1161,4504,credit_card,2354
1162,2306,coupon,2
1163,2458,gift_card,2
1164,1451,gift_card,1640
1165,4204,credit_card,824
1166,1102,bank_transfer,2
1167,2910,gift_card,2
1168,4716,bank_transfer,1346
1169,133,gift_card,2569
1170,698,coupon,2
1171,4227,credit_card,2205
1172,1400,coupon,2
1173,3162,coupon,248
1174,4058,credit_card,2429
1175,3050,gift_card,442
1176,504,coupon,2
1177,1727,coupon,2
1178,1868,bank_transfer,861
1179,3927,gift_card,2
1180,4504,credit_card,1185
1181,1412,bank_transfer,2
1182,351,coupon,2
1183,1290,credit_card,2
1184,100,bank_transfer,2
1185,1255,credit_card,2
1186,208,credit_card,2
1187,1989,bank_transfer,1526
1188,3955,gift_card,2924
1189,4487,coupon,2623
1190,3642,credit_card,2
1191,3292,credit_card,206
1192,4983,bank_transfer,1805
1193,3890,coupon,2
1194,3269,credit_card,2305
1195,1185,bank_transfer,2
1196,839,coupon,2
1197,3664,bank_transfer,2519
1198,4299,bank_transfer,2
1199,1446,credit_card,2273
1200,336,gift_card,2
1201,3163,coupon,2
1202,2799,credit_card,2
1203,3321,bank_transfer,2
1204,737,coupon,2
1205,2088,gift_card,1046
1206,1020,bank_transfer,2
1207,4711,bank_transfer,859
1208,1566,bank_transfer,2
1209,3595,bank_transfer,2034
1210,4238,credit_card,2197
1211,403,gift_card,2
1212,2712,bank_transfer,2
1213,1310,credit_card,2545
1214,438,coupon,2400
1215,854,credit_card,2
1216,1310,credit_card,2
1217,4895,credit_card,2
1218,4409,bank_transfer,2
1219,3214,bank_transfer,2
1220,3132,gift_card,1888
1221,2171,coupon,2
1222,1019,gift_card,2
1223,3965,credit_card,1765
1224,1093,bank_transfer,2
1225,1072,gift_card,2
1226,185,credit_card,2
1227,3673,credit_card,2
1228,3046,credit_card,2
1229,1282,coupon,2
1230,465,credit_card,518
1231,230,bank_transfer,2
1232,5083,bank_transfer,2
1233,639,gift_card,383
1234,1982,gift_card,2
1235,3026,bank_transfer,2
1236,986,gift_card,2
1237,2321,bank_transfer,584
1238,349,credit_card,649
1239,1386,bank_transfer,2
1240,1020,gift_card,2
1241,2035,credit_card,670
1242,291,credit_card,2587
1243,2353,credit_card,2
1244,4633,gift_card,2
1245,3302,gift_card,2
1246,4515,coupon,2367
1247,1788,gift_card,2128
1248,475,gift_card,2
1249,1006,credit_card,321
1250,1672,coupon,2
1251,973,credit_card,2
1252,3362,credit_card,205
1253,1801,credit_card,2079
1254,2272,coupon,1350
1255,575,credit_card,1457
1256,2809,credit_card,2
1257,1217,bank_transfer,811
1258,1219,gift_card,386
1259,1972,gift_card,429
1260,2679,bank_transfer,2
1261,1363,coupon,2
1262,2357,credit_card,2
1263,3922,coupon,2
1264,643,bank_transfer,2
1265,4799,bank_transfer,2630
1266,4446,bank_transfer,2
1267,2942,gift_card,2365
1268,2980,bank_transfer,2
1269,3869,credit_card,2
1270,2977,bank_transfer,2
1271,2464,coupon,2
1272,442,gift_card,2
1273,3450,gift_card,2483
1274,1124,gift_card,2
1275,3455,bank_transfer,2
1276,2022,bank_transfer,2225
1277,5033,gift_card,2
1278,1479,coupon,2
1279,1813,gift_card,2
1280,1953,coupon,1359
1281,915,gift_card,2283
1282,1707,bank_transfer,2448
1283,3118,credit_card,2
1284,1916,coupon,799
1285,3639,gift_card,997
1286,3257,gift_card,2
1287,1720,credit_card,998
1288,3864,credit_card,473
1289,1400,credit_card,2
1290,4691,bank_transfer,2
1291,990,bank_transfer,495
1292,2478,gift_card,2
1293,2688,bank_transfer,2000
1294,1949,coupon,2515
1295,2348,gift_card,1167
1296,1487,bank_transfer,2991
1297,2296,gift_card,376
1298,3318,gift_card,2523
1299,754,bank_transfer,2733
1300,2162,credit_card,2
1301,102,coupon,2
1302,2300,credit_card,2
1303,4731,gift_card,2
1304,787,coupon,2
1305,2641,credit_card,2
1306,3330,credit_card,1517
1307,2872,gift_card,1281
1308,411,gift_card,2
1309,955,coupon,499
1310,2344,coupon,2
1311,2789,credit_card,1429
1312,4074,credit_card,100
1313,2546,coupon,2
1314,3862,gift_card,2
1315,4861,coupon,2
1316,2350,credit_card,2
1317,3194,credit_card,2676
1318,3634,gift_card,2
1319,2111,coupon,907
1320,1080,coupon,2172
1321,743,bank_transfer,1238
1322,3607,coupon,2
1323,2519,coupon,2261
1324,2140,bank_transfer,221
1325,2093,coupon,2
1326,1294,bank_transfer,2
1327,2685,coupon,725
1328,2012,bank_transfer,1396
1329,2096,coupon,2
1330,504,credit_card,2453
1331,1059,coupon,2
1332,3846,bank_transfer,1938
1333,4737,credit_card,2404
1334,1215,credit_card,2
1335,953,coupon,2
1336,597,coupon,2
1337,3657,bank_transfer,2
1338,4163,bank_transfer,2
1339,3283,coupon,196
1340,1464,gift_card,2684
1341,2700,coupon,2
1342,4011,coupon,2
1343,4320,bank_transfer,802
1344,163,credit_card,2
1345,920,bank_transfer,2
1346,3003,gift_card,2
1347,2611,bank_transfer,2
1348,2665,coupon,2
1349,4566,gift_card,2592
1350,1795,bank_transfer,2
1351,2414,coupon,2
1352,4979,bank_transfer,1605
1353,2777,coupon,2
1354,762,bank_transfer,2
1355,1327,coupon,2
1356,1071,coupon,2774
1357,3825,gift_card,2383
1358,2115,gift_card,2
1359,295,gift_card,2
1360,3579,bank_transfer,1584
1361,4184,credit_card,2794
1362,3915,coupon,2
1363,431,credit_card,2722
1364,2250,bank_transfer,1564
1365,4625,bank_transfer,2
1366,2732,coupon,2677
1367,1290,credit_card,1819
1368,3706,coupon,2019
1369,1196,credit_card,2
1370,3482,bank_transfer,2
1371,3782,coupon,2
1372,1437,gift_card,1302
1373,2077,coupon,419
1374,4030,gift_card,570
1375,819,gift_card,1817
1376,4582,bank_transfer,2
1377,3844,bank_transfer,2965
1378,3490,credit_card,2102
1379,4975,credit_card,2
1380,380,gift_card,2
1381,129,gift_card,792
1382,291,gift_card,874
1383,918,gift_card,1874
1384,904,bank_transfer,2
1385,1611,gift_card,1889
1386,1318,coupon,1693
1387,1133,gift_card,2454
1388,2023,gift_card,2449
1389,375,gift_card,2
1390,2820,gift_card,2
1391,2712,coupon,991
1392,4635,coupon,2
1393,2044,credit_card,2
1394,1930,bank_transfer,2
1395,1725,gift_card,2
1396,3505,credit_card,2
1397,1914,credit_card,2988
1398,1010,coupon,1198
1399,4779,credit_card,2480
1400,2268,bank_transfer,1157
1401,5064,bank_transfer,2
1402,3916,credit_card,2
1403,2578,bank_transfer,2992
1404,1531,coupon,2452
1405,4899,coupon,2973
1406,3576,gift_card,2
1407,314,gift_card,2
1408,2239,gift_card,2
1409,4876,credit_card,1906
1410,3716,gift_card,1302
1411,2408,gift_card,456
1412,2625,credit_card,2
1413,1759,credit_card,105
1414,4957,coupon,2694
1415,4489,gift_card,1265
1416,4612,credit_card,422
1417,4057,coupon,738
1418,2823,coupon,2
1419,1987,coupon,2
1420,3811,credit_card,2
1421,1513,gift_card,192
1422,4409,coupon,2
1423,2900,gift_card,1741
1424,3376,gift_card,2
1425,2854,coupon,2
1426,923,bank_transfer,2
1427,4197,bank_transfer,947
1428,3921,credit_card,2
1429,4372,gift_card,2
1430,4687,bank_transfer,2
1431,4230,credit_card,1438
1432,416,gift_card,2
1433,519,credit_card,598
1434,3889,coupon,2
1435,436,bank_transfer,525
1436,248,credit_card,2
1437,3738,gift_card,770
1438,2839,coupon,1202
1439,4223,coupon,2
1440,640,bank_transfer,2
1441,2503,coupon,420
1442,4960,bank_transfer,2
1443,575,credit_card,2
1444,3667,gift_card,2
1445,731,credit_card,2
1446,4319,coupon,1598
1447,284,bank_transfer,2
1448,2636,coupon,2164
1449,2477,gift_card,1428
1450,4940,bank_transfer,1549
1451,4471,credit_card,353
1452,221,coupon,2989
1453,3137,gift_card,1973
1454,4078,bank_transfer,2
1455,3493,gift_card,1551
1456,1456,gift_card,2
1457,1069,coupon,2002
1458,2326,bank_transfer,2409
1459,5030,bank_transfer,2
1460,2615,credit_card,2219
1461,2936,gift_card,1065
1462,2721,bank_transfer,2
1463,2566,bank_transfer,2
1464,1254,bank_transfer,649
1465,1781,bank_transfer,2
1466,4523,credit_card,2
1467,2679,coupon,2
1468,4026,credit_card,756
1469,128,gift_card,1428
1470,2323,credit_card,2
1471,3039,coupon,1222
1472,487,credit_card,1049
1473,3648,gift_card,1395
1474,3742,gift_card,2
1475,590,coupon,2
1476,745,coupon,1237
1477,5067,gift_card,296
1478,3626,gift_card,2
1479,4059,coupon,248
1480,3275,coupon,2
1481,2982,coupon,2
1482,4088,gift_card,926
1483,253,credit_card,401
1484,2700,bank_transfer,1506
1485,4139,coupon,2182
1486,4256,credit_card,2
1487,3488,credit_card,2
1488,3311,credit_card,2
1489,4900,gift_card,902
1490,4474,coupon,2733
1491,812,coupon,2987
1492,1679,credit_card,1708
1493,3057,gift_card,1675
1494,3802,bank_transfer,1343
1495,905,bank_transfer,2
1496,1999,gift_card,2
1497,3263,bank_transfer,2
1498,4900,gift_card,2
1499,4845,bank_transfer,1387
1500,5063,bank_transfer,922
1501,3940,bank_transfer,1079
1502,3704,coupon,1851
1503,1213,bank_transfer,2
1504,3438,gift_card,2
1505,2130,coupon,2
1506,2248,gift_card,2443
1507,2178,coupon,923
1508,2380,bank_transfer,2906
1509,110,credit_card,2
1510,2314,bank_transfer,2751
1511,1309,credit_card,100
1512,1049,credit_card,2
1513,5075,credit_card,2
1514,1518,bank_transfer,2
1515,562,coupon,2
1516,4501,bank_transfer,2141
1517,1888,gift_card,1654
1518,4353,bank_transfer,1447
1519,4580,credit_card,2
1520,3609,gift_card,2
1521,600,bank_transfer,2159
1522,1486,bank_transfer,2
1523,4599,bank_transfer,2864
1524,790,bank_transfer,1826
1525,4420,bank_transfer,2976
1526,1556,credit_card,2
1527,5008,bank_transfer,2
1528,2118,credit_card,2
1529,3819,coupon,2
1530,1142,gift_card,1323
1531,1879,bank_transfer,1430
1532,4634,bank_transfer,605
1533,516,bank_transfer,2
1534,4916,coupon,2
1535,2210,coupon,2859
1536,3904,coupon,2566
1537,1574,bank_transfer,355
1538,2586,credit_card,2192
1539,426,coupon,1087
1540,1300,coupon,682
1541,4076,coupon,2931
1542,1692,coupon,2
1543,2557,bank_transfer,2
1544,412,coupon,2559
1545,1218,credit_card,2465
1546,3887,coupon,2126
1547,693,credit_card,1975
1548,367,coupon,2
1549,658,bank_transfer,2388
1550,5067,gift_card,1662
1551,4074,gift_card,2
1552,921,gift_card,2
1553,1785,coupon,2
1554,3271,bank_transfer,2141
1555,2121,credit_card,842
1556,4123,bank_transfer,2373
1557,3051,gift_card,716
1558,878,bank_transfer,170
1559,3347,coupon,2
1560,1357,coupon,2
1561,3007,bank_transfer,2727
1562,4590,gift_card,2
1563,4602,bank_transfer,2737
1564,2491,gift_card,2
1565,567,coupon,2
1566,1888,coupon,2961
1567,3273,gift_card,636
1568,1724,gift_card,2944
1569,1841,gift_card,2
1570,1579,credit_card,2
1571,3000,bank_transfer,2
1572,3284,credit_card,2611
1573,5098,credit_card,2913
1574,687,coupon,1749
1575,3193,gift_card,2204
1576,3966,gift_card,2072
1577,3402,coupon,2
1578,4742,credit_card,383
1579,1769,credit_card,2
1580,4428,credit_card,2945
1581,4005,gift_card,2
1582,4427,bank_transfer,372
1583,2553,credit_card,2
1584,1172,gift_card,1849
1585,1378,bank_transfer,2910
1586,739,gift_card,2
1587,2933,coupon,2975
1588,309,coupon,2663
1589,878,bank_transfer,1356
1590,2798,credit_card,2
1591,1711,credit_card,2
1592,3350,gift_card,2
1593,3322,credit_card,2
1594,3908,gift_card,2
1595,3155,gift_card,2
1596,1589,coupon,2
1597,3694,gift_card,2
1598,4306,bank_transfer,2
1599,1213,gift_card,995
1600,1201,gift_card,2
1601,2241,gift_card,880
1602,1860,bank_transfer,1727
1603,2837,credit_card,2821
1604,1509,bank_transfer,2
1605,3543,coupon,2681
1606,4881,gift_card,2
1607,3476,bank_transfer,2
1608,833,coupon,1451
1609,1990,bank_transfer,311
1610,545,gift_card,1922
1611,5063,bank_transfer,2
1612,1555,credit_card,776
1613,1869,credit_card,1114
1614,3741,bank_transfer,2
1615,3650,credit_card,2
1616,4446,credit_card,2
1617,3393,gift_card,2
1618,1311,bank_transfer,2510
1619,1251,coupon,292
1620,3056,bank_transfer,2
1621,2064,bank_transfer,780
1622,2698,credit_card,2
1623,3926,coupon,2161
1624,388,bank_transfer,2
1625,3954,gift_card,1608
1626,1617,bank_transfer,2158
1627,3152,gift_card,2
1628,2736,coupon,2
1629,4340,gift_card,848
1630,1397,credit_card,2124
1631,4737,gift_card,2
1632,4752,gift_card,2
1633,1781,coupon,2511
1634,1822,gift_card,2
1635,132,credit_card,2
1636,1981,gift_card,2
1637,1150,credit_card,839
1638,750,gift_card,2
1639,2088,credit_card,1664
1640,191,bank_transfer,2947
1641,3678,gift_card,2
1642,4854,coupon,2
1643,3780,credit_card,2
1644,375,gift_card,2
1645,4338,bank_transfer,1119
1646,4292,gift_card,2
1647,314,credit_card,2
1648,587,credit_card,1864
1649,896,coupon,2
1650,1436,coupon,2
1651,829,credit_card,2
1652,795,credit_card,2510
1653,2871,coupon,1286
1654,637,credit_card,2
1655,4598,coupon,976
1656,1530,credit_card,2459
1657,2034,bank_transfer,1261
1658,993,credit_card,2
1659,2064,coupon,432
1660,2409,credit_card,626
1661,4188,coupon,2
1662,2249,credit_card,1984
1663,392,coupon,2
1664,1875,bank_transfer,2
1665,1274,gift_card,1005
1666,5033,bank_transfer,667
1667,452,gift_card,2
1668,3193,coupon,1165
1669,2644,coupon,2
1670,3272,gift_card,1935
1671,263,coupon,2660
1672,3795,gift_card,2
1673,297,coupon,2822
1674,1918,coupon,2
1675,4978,gift_card,256
1676,2352,coupon,2
1677,1740,bank_transfer,2
1678,3175,bank_transfer,987
1679,2234,coupon,2
1680,1881,credit_card,769
1681,2761,coupon,1844
1682,159,gift_card,2
1683,4717,bank_transfer,2
1684,4155,gift_card,617
1685,1707,credit_card,2174
1686,3740,coupon,2
1687,3478,coupon,2
1688,4701,gift_card,1577
1689,3930,gift_card,2963
1690,4228,bank_transfer,2
1691,833,gift_card,2
1692,2226,gift_card,1342
1693,4875,gift_card,2
1694,252,gift_card,195
1695,1912,coupon,1573
1696,3393,coupon,2
1697,2210,gift_card,2
1698,2697,credit_card,1886
1699,2327,coupon,2
1700,635,credit_card,205
1701,3905,bank_transfer,2981
1702,4810,gift_card,2
1703,1128,credit_card,2
1704,4903,gift_card,2
1705,3876,gift_card,2
1706,2158,coupon,2470
1707,3730,bank_transfer,2031
1708,3211,coupon,2
1709,4925,gift_card,2844
1710,1918,credit_card,520
1711,4258,bank_transfer,2
1712,2722,bank_transfer,1200
1713,260,gift_card,1862
1714,3095,bank_transfer,1721
1715,4001,gift_card,2
1716,4797,gift_card,2
1717,4431,coupon,2
1718,1272,bank_transfer,2
1719,4349,gift_card,2294
1720,2237,coupon,574
1721,3841,bank_transfer,2610
1722,449,coupon,1336
1723,3264,credit_card,2
1724,289,credit_card,2069
1725,2344,gift_card,1132
1726,1419,coupon,2583
1727,3678,bank_transfer,2
1728,575,credit_card,2
1729,4363,gift_card,2
1730,220,coupon,829
1731,1764,credit_card,2
1732,3819,bank_transfer,1676
1733,4187,gift_card,2040
1734,4867,credit_card,186
1735,1784,bank_transfer,2
1736,1034,gift_card,2
1737,2249,gift_card,2
1738,4884,gift_card,967
1739,260,coupon,1138
1740,1793,coupon,964
1741,1459,bank_transfer,2
1742,3678,credit_card,2831
1743,1973,gift_card,2
1744,595,coupon,2590
1745,1109,gift_card,2
1746,579,bank_transfer,483
1747,2693,gift_card,2419
1748,765,coupon,1142
1749,2645,gift_card,1894
1750,600,bank_transfer,2946
1751,4424,gift_card,2
1752,2446,coupon,2402
1753,4258,coupon,868
1754,560,coupon,2
1755,4176,credit_card,1816
1756,1860,credit_card,2518
1757,134,bank_transfer,2
1758,1406,gift_card,2
1759,4181,gift_card,2
1760,4869,coupon,2
1761,2055,gift_card,2
1762,3844,coupon,768
1763,2603,gift_card,2
1764,4878,bank_transfer,553
1765,4567,bank_transfer,2391
1766,4096,gift_card,2
1767,4693,credit_card,536
1768,985,credit_card,2
1769,3162,bank_transfer,1669
1770,4165,bank_transfer,2758
1771,1480,credit_card,2
1772,3780,credit_card,2421
1773,2215,credit_card,2
1774,1926,coupon,1358
1775,3548,gift_card,2752
1776,2364,coupon,2
1777,239,coupon,388
1778,3942,bank_transfer,2
1779,314,coupon,2819
1780,3118,credit_card,445
1781,3221,gift_card,2898
1782,2353,credit_card,2
1783,2095,gift_card,566
1784,2986,bank_transfer,2252
1785,794,gift_card,678
1786,3073,credit_card,297
1787,3697,bank_transfer,2977
1788,4294,credit_card,2
1789,4395,coupon,2
1790,3966,coupon,2
1791,1162,credit_card,2
1792,171,gift_card,497
1793,1815,bank_transfer,2
1794,3201,bank_transfer,1127
1795,4530,credit_card,316
1796,2750,coupon,2143
1797,422,coupon,2
1798,115,gift_card,2
1799,623,credit_card,2
1800,2011,bank_transfer,2280
1801,1093,bank_transfer,2
1802,531,bank_transfer,778
1803,3262,coupon,2
1804,1068,credit_card,1844
1805,1601,gift_card,2
1806,1582,credit_card,2
1807,4688,coupon,2896
1808,2542,coupon,2
1809,4534,coupon,1987
1810,2556,credit_card,2
1811,2979,bank_transfer,2
1812,159,bank_transfer,2
1813,4070,bank_transfer,2
1814,1592,gift_card,2542
1815,1428,gift_card,1739
1816,632,credit_card,2
1817,971,gift_card,1455
1818,466,credit_card,1820
1819,2941,gift_card,1804
1820,5003,credit_card,2161
1821,2109,bank_transfer,971
1822,1614,credit_card,556
1823,1157,credit_card,1343
1824,2242,gift_card,2
1825,1078,coupon,2
1826,276,bank_transfer,2
1827,1697,gift_card,2
1828,2036,coupon,2
1829,432,bank_transfer,2
1830,1770,credit_card,2
1831,1261,bank_transfer,2
1832,1653,bank_transfer,2539
1833,1171,credit_card,2
1834,3917,bank_transfer,2478
1835,3800,bank_transfer,2131
1836,2770,credit_card,517
1837,2582,coupon,2
1838,1212,gift_card,2
1839,258,bank_transfer,2
1840,2137,coupon,2
1841,662,bank_transfer,1271
1842,4905,bank_transfer,1939
1843,4026,credit_card,142
1844,4368,credit_card,1854
1845,1579,bank_transfer,2
1846,3196,coupon,1405
1847,2258,coupon,2007
1848,3339,credit_card,2389
1849,2232,bank_transfer,1837
1850,4637,credit_card,2
1851,4689,gift_card,2
1852,2964,credit_card,2
1853,675,bank_transfer,517
1854,4081,bank_transfer,2
1855,2225,credit_card,1277
1856,1459,gift_card,1063
1857,4167,credit_card,2
1858,5047,credit_card,358
1859,2282,credit_card,2
1860,1610,coupon,2
1861,1628,coupon,2
1862,4563,gift_card,2127
1863,2314,coupon,958
1864,1578,gift_card,2
1865,1310,coupon,2303
1866,3491,bank_transfer,2
1867,298,coupon,1574
1868,2239,coupon,2216
1869,3013,coupon,299
1870,3519,coupon,587
1871,581,credit_card,758
1872,1269,credit_card,2
1873,1643,coupon,2511
1874,1559,coupon,581
1875,4254,gift_card,2
1876,367,gift_card,2
1877,4578,gift_card,2
1878,291,bank_transfer,2
1879,548,credit_card,183
1880,4793,bank_transfer,2
1881,647,bank_transfer,2043
1882,4089,gift_card,1019
1883,4523,coupon,2
1884,2002,gift_card,228
1885,430,bank_transfer,2
1886,2437,credit_card,2
1887,787,bank_transfer,2
1888,3281,coupon,2
1889,3907,coupon,634
1890,2786,gift_card,2
1891,3556,bank_transfer,2
1892,4608,gift_card,2
1893,3060,credit_card,2
1894,3637,gift_card,2
1895,4844,credit_card,2
1896,394,bank_transfer,647
1897,943,coupon,2
1898,745,bank_transfer,2
1899,2666,bank_transfer,1586
1900,3294,gift_card,2
1901,4454,gift_card,2
1902,487,gift_card,2941
1903,4079,bank_transfer,2
1904,3091,credit_card,2
1905,1307,coupon,2465
1906,3879,gift_card,2
1907,4707,credit_card,2
1908,3876,bank_transfer,2
1909,5071,bank_transfer,225
1910,627,coupon,1179
1911,315,credit_card,1176
1912,3695,gift_card,2114
1913,5084,bank_transfer,2224
1914,3868,gift_card,2
1915,230,bank_transfer,2
1916,4950,bank_transfer,2
1917,3691,credit_card,2
1918,2287,gift_card,122
1919,4377,gift_card,332
1920,4064,gift_card,2
1921,307,bank_transfer,2
1922,4902,credit_card,742
1923,3251,coupon,2
1924,1515,gift_card,1177
1925,1265,credit_card,2
1926,1709,credit_card,2
1927,3359,coupon,2
1928,784,coupon,2021
1929,1226,bank_transfer,2
1930,1850,gift_card,2611
1931,468,bank_transfer,1626
1932,1954,coupon,2
1933,3527,gift_card,2059
1934,3896,bank_transfer,1185
1935,2488,gift_card,2
1936,1719,credit_card,2
1937,3426,coupon,1716
1938,3382,bank_transfer,857
1939,2033,bank_transfer,2
1940,4170,bank_transfer,2
1941,1885,credit_card,300
1942,2147,coupon,2388
1943,2477,bank_transfer,668
1944,2622,coupon,2
1945,5085,gift_card,2
1946,2794,gift_card,2
1947,1352,bank_transfer,2
1948,1797,coupon,2
1949,1113,coupon,2
1950,4601,credit_card,1405
1951,2423,credit_card,2
1952,1741,bank_transfer,2686
1953,2624,coupon,2
1954,528,coupon,288
1955,2664,credit_card,737
1956,2922,coupon,2
1957,2594,gift_card,2
1958,503,coupon,1880
1959,3073,credit_card,2
1960,3819,coupon,2286
1961,4128,gift_card,2
1962,4737,gift_card,2
1963,945,bank_transfer,2
1964,356,credit_card,531
1965,3646,coupon,2
1966,4788,bank_transfer,2
1967,655,coupon,2
1968,820,gift_card,2018
1969,4532,bank_transfer,2
1970,205,gift_card,2495
1971,2259,bank_transfer,2538
1972,2648,bank_transfer,2
1973,2693,credit_card,2054
1974,828,bank_transfer,2
1975,1807,gift_card,2
1976,2029,credit_card,158
1977,3770,bank_transfer,2617
1978,206,bank_transfer,2880
1979,1971,credit_card,2
1980,449,gift_card,2
1981,3173,credit_card,2449
1982,2737,coupon,2
1983,921,gift_card,2
1984,1546,coupon,204
1985,3037,gift_card,2445
1986,1606,credit_card,532
1987,2009,coupon,2
1988,3434,credit_card,2
1989,4519,gift_card,2
1990,3662,coupon,2
1991,2359,gift_card,2
1992,2829,bank_transfer,2
1993,1683,gift_card,2
1994,2087,coupon,2
1995,4012,gift_card,1429
1996,1756,coupon,2
1997,452,credit_card,2
1998,3903,coupon,201
1999,4602,gift_card,2
2000,2058,bank_transfer,2
2001,1438,credit_card,2
2002,3936,credit_card,2
2003,4921,credit_card,2
2004,2230,credit_card,150
2005,4404,coupon,1177
2006,2011,coupon,2
2007,1259,gift_card,2
2008,2854,gift_card,2062
2009,3059,bank_transfer,1642
2010,2584,credit_card,2
2011,3480,gift_card,2
2012,4018,gift_card,1568
2013,3390,credit_card,2
2014,3014,gift_card,303
2015,5080,credit_card,2
2016,5029,credit_card,2821
2017,3843,credit_card,2
2018,171,bank_transfer,1350
2019,507,gift_card,652
2020,1998,bank_transfer,1385
2021,3476,gift_card,2
2022,4146,bank_transfer,2271
2023,4556,coupon,2786
2024,2675,credit_card,2385
2025,994,credit_card,2
2026,1650,bank_transfer,2
2027,2708,coupon,1416
2028,2352,bank_transfer,2
2029,2971,credit_card,1746
2030,928,credit_card,2
2031,2596,credit_card,2387
2032,232,bank_transfer,1609
2033,2815,bank_transfer,2714
2034,2954,coupon,2
2035,4845,credit_card,2397
2036,1091,gift_card,2255
2037,399,coupon,907
2038,3611,credit_card,1972
2039,3927,coupon,2
2040,965,coupon,1885
2041,427,coupon,1073
2042,2839,gift_card,2291
2043,2671,credit_card,894
2044,2070,credit_card,1914
2045,3060,coupon,2
2046,3865,gift_card,2
2047,3997,credit_card,2591
2048,1126,bank_transfer,2
2049,1556,bank_transfer,1152
2050,3373,gift_card,693
2051,1964,bank_transfer,934
2052,979,gift_card,826
2053,453,gift_card,2
2054,2805,coupon,2
2055,2018,gift_card,2
2056,4184,coupon,1283
2057,2338,gift_card,2
2058,3149,coupon,2
2059,4938,credit_card,2
2060,1999,gift_card,1470
2061,2246,coupon,1288
2062,4366,coupon,1683
2063,3814,gift_card,719
2064,2987,gift_card,2324
2065,3485,gift_card,2
2066,3518,bank_transfer,1204
2067,2252,bank_transfer,2
2068,201,gift_card,2
2069,666,gift_card,2521
2070,3836,coupon,2
2071,3403,gift_card,2090
2072,5054,bank_transfer,2
2073,3628,credit_card,2
2074,3814,gift_card,943
2075,2313,bank_transfer,2
2076,1253,credit_card,827
2077,4368,bank_transfer,2
2078,1547,credit_card,2315
2079,4036,credit_card,2
2080,1183,credit_card,2
2081,254,coupon,1455
2082,2210,bank_transfer,176
2083,1295,bank_transfer,1411
2084,314,bank_transfer,277
2085,4856,gift_card,2
2086,1629,gift_card,2497
2087,1172,coupon,2
2088,4680,credit_card,2507
2089,4213,bank_transfer,2809
2090,1933,gift_card,2
2091,1655,coupon,2
2092,694,coupon,2925
2093,4210,gift_card,1607
2094,2829,gift_card,264
2095,402,bank_transfer,1414
2096,632,coupon,2130
2097,1711,gift_card,2
2098,2252,coupon,2087
2099,4614,credit_card,1781
2100,2773,credit_card,210
2101,4984,gift_card,2
2102,290,gift_card,2
2103,3434,bank_transfer,106
2104,4225,bank_transfer,2
2105,4492,gift_card,2
2106,4120,bank_transfer,2
2107,387,gift_card,411
2108,2967,coupon,2
2109,2064,bank_transfer,2
2110,3982,gift_card,2
2111,477,bank_transfer,2
2112,1807,credit_card,485
2113,932,gift_card,2763
2114,5056,credit_card,2873
2115,205,gift_card,2
2116,4565,gift_card,2010
2117,812,gift_card,2
2118,311,coupon,2
2119,3084,credit_card,130
2120,1003,bank_transfer,1409
2121,3719,credit_card,2
2122,4840,bank_transfer,2
2123,1340,coupon,2
2124,4791,coupon,2248
2125,1953,coupon,575
2126,2635,coupon,1621
2127,3134,credit_card,2
2128,3515,bank_transfer,2
2129,3456,credit_card,1195
2130,2699,gift_card,2
2131,2217,bank_transfer,2095
2132,4579,credit_card,963
2133,1787,coupon,1487
2134,4397,credit_card,2796
2135,2849,gift_card,1023
2136,1114,gift_card,2
2137,2344,gift_card,2
2138,1981,credit_card,2
2139,469,credit_card,2
2140,3780,coupon,769
2141,1800,credit_card,2620
2142,3698,coupon,2301
2143,1945,credit_card,1281
2144,4944,bank_transfer,2026
2145,5085,gift_card,2
2146,4510,coupon,1281
2147,2937,bank_transfer,184
2148,3030,credit_card,2
2149,508,coupon,2807
2150,1081,bank_transfer,2
2151,4469,bank_transfer,2
2152,1476,credit_card,2
2153,4567,gift_card,2
2154,4722,gift_card,2
2155,1956,coupon,921
2156,4868,credit_card,162
2157,4974,credit_card,2664
2158,4449,gift_card,2
2159,4781,gift_card,1577
2160,1597,bank_transfer,1892
2161,4073,gift_card,421
2162,3808,credit_card,2
2163,4423,coupon,2
2164,4179,bank_transfer,2
2165,4236,coupon,2
